chr= 1A
marker	composite	KPxKC_2012_1A	SynOp_GBS_antmap_1A	SynOp_GBS_binmap_1A	wsnp2013_1A
synopGBS118885	97.5	NA	NA	122	NA
synopGBS118886	97.5	NA	NA	122	NA
synopGBS128621	97.5	NA	NA	122	NA
synopGBS101507	97.5	NA	NA	122	NA
synopGBS113014	97.5	NA	NA	122	NA
synopGBS114117	97.5	NA	NA	122	NA
synopGBS114883	97.5	NA	NA	122	NA
synopGBS116692	97.5	NA	NA	122	NA
synopGBS116911	97.5	NA	NA	122	NA
synopGBS117252	97.5	NA	NA	122	NA
synopGBS117670	97.5	NA	NA	122	NA
synopGBS124417	97.5	NA	NA	122	NA
synopGBS125760	97.5	NA	NA	122	NA
synopGBS128351	97.5	NA	NA	122	NA
synopGBS129467	97.5	NA	NA	122	NA
synopGBS106472	97.5	NA	NA	122	NA
synopGBS114110	97.5	NA	NA	122	NA
synopGBS107202	98.5	NA	NA	123	NA
synopGBS115084	98.5	NA	NA	123	NA
synopGBS121922	98.5	NA	NA	123	NA
synopGBS110432	98.5	NA	NA	123	NA
synopGBS127617	98.5	NA	NA	123	NA
synopGBS110229	98.5	NA	NA	123	NA
synopGBS118292	98.5	NA	NA	123	NA
synopGBS118293	98.5	NA	NA	123	NA
synopGBS118421	98.5	NA	NA	123	NA
synopGBS125506	98.5	NA	NA	123	NA
synopGBS128520	98.5	NA	NA	123	NA
synopGBS128521	98.5	NA	NA	123	NA
synopGBS108116	99.5	NA	NA	124	NA
synopGBS110655	99.5	NA	NA	124	NA
synopGBS110905	99.5	NA	NA	124	NA
synopGBS113631	99.5	NA	NA	124	NA
synopGBS116364	99.5	NA	NA	124	NA
synopGBS102122	99.5	NA	NA	124	NA
synopGBS113587	99.5	NA	NA	124	NA
synopGBS115188	99.5	NA	NA	124	NA
synopGBS124866	99.5	NA	NA	124	NA
synopGBS120639	99.5	NA	NA	124	NA
synopGBS128064	99.5	NA	NA	124	NA
synopGBS104681	99.87	NA	NA	125	NA
synopGBS112510	99.87	NA	NA	125	NA
IWA7893	100.37	NA	NA	NA	243.44
synopGBS106943	100.87	NA	NA	126	NA
synopGBS106020	100.87	NA	NA	126	NA
synopGBS106021	100.87	NA	NA	126	NA
synopGBS120168	100.87	NA	NA	126	NA
synopGBS120169	100.87	NA	NA	126	NA
synopGBS120170	100.87	NA	NA	126	NA
synopGBS106726	100.87	NA	NA	126	NA
synopGBS119795	100.87	NA	NA	126	NA
synopGBS116238	100.87	NA	NA	126	NA
synopGBS116239	100.87	NA	NA	126	NA
synopGBS120919	100.87	NA	NA	126	NA
synopGBS117642	100.87	NA	NA	127	NA
synopGBS127237	100.87	NA	NA	127	NA
IWA4897	101.4	101.4	NA	NA	NA
IWA4898	101.4	101.4	NA	NA	NA
IWA374	101.58	NA	NA	NA	244.65
IWA1368	101.58	NA	NA	NA	244.65
synopGBS1486	101.87	NA	77.66	127	NA
IWA2994	102	102	NA	NA	NA
IWA5491	102	102	NA	NA	NA
IWA6530	102	102	NA	NA	NA
synopGBS1200	102.77	NA	78.56	129	NA
synopGBS387	102.77	NA	78.56	129	NA
synopGBS108312	102.77	NA	NA	129	NA
synopGBS118968	102.77	NA	NA	129	NA
synopGBS127100	102.77	NA	NA	129	NA
synopGBS101458	102.77	NA	NA	129	NA
synopGBS101784	102.77	NA	NA	129	NA
synopGBS103436	102.77	NA	NA	129	NA
synopGBS107398	102.77	NA	NA	129	NA
synopGBS107419	102.77	NA	NA	129	NA
synopGBS107420	102.77	NA	NA	129	NA
synopGBS110328	102.77	NA	NA	129	NA
synopGBS111177	102.77	NA	NA	129	NA
synopGBS111178	102.77	NA	NA	129	NA
synopGBS112570	102.77	NA	NA	129	NA
synopGBS112943	102.77	NA	NA	129	NA
synopGBS113037	102.77	NA	NA	129	NA
synopGBS113038	102.77	NA	NA	129	NA
synopGBS116042	102.77	NA	NA	129	NA
synopGBS106677	102.77	NA	NA	129	NA
synopGBS113733	102.77	NA	NA	129	NA
synopGBS118295	102.77	NA	NA	129	NA
synopGBS118296	102.77	NA	NA	129	NA
synopGBS120160	102.77	NA	NA	129	NA
synopGBS122436	102.77	NA	NA	129	NA
synopGBS124982	102.77	NA	NA	129	NA
synopGBS125462	102.77	NA	NA	129	NA
synopGBS127238	102.77	NA	NA	129	NA
IWA3377	103.2	103.2	NA	NA	NA
IWA3378	103.2	103.2	NA	NA	NA
synopGBS105549	103.57	NA	NA	131	NA
synopGBS124388	103.57	NA	NA	131	NA
synopGBS125417	103.57	NA	NA	131	NA
synopGBS121255	103.57	NA	NA	131	NA
synopGBS122639	103.57	NA	NA	131	NA
synopGBS104236	103.57	NA	NA	132	NA
synopGBS109139	103.57	NA	NA	132	NA
synopGBS111620	103.57	NA	NA	132	NA
synopGBS123789	103.57	NA	NA	132	NA
synopGBS123790	103.57	NA	NA	132	NA
IWA4021	103.8	103.8	NA	NA	NA
synopGBS100349	104.25	NA	NA	133	NA
synopGBS100350	104.25	NA	NA	133	NA
synopGBS1313	104.57	NA	80.36	133	NA
IWA3089	104.9	104.9	NA	NA	NA
synopGBS119713	106.25	NA	NA	135	NA
synopGBS103895	106.25	NA	NA	135	NA
synopGBS125561	106.25	NA	NA	135	NA
synopGBS125562	106.25	NA	NA	135	NA
synopGBS123770	106.25	NA	NA	135	NA
synopGBS107774	106.25	NA	NA	135	NA
synopGBS120482	106.25	NA	NA	135	NA
synopGBS113443	106.25	NA	NA	135	NA
synopGBS125828	106.25	NA	NA	135	NA
synopGBS121843	106.25	NA	NA	135	NA
synopGBS120730	106.25	NA	NA	136	NA
synopGBS112990	106.25	NA	NA	136	NA
synopGBS112991	106.25	NA	NA	136	NA
synopGBS112992	106.25	NA	NA	136	NA
synopGBS112993	106.25	NA	NA	136	NA
synopGBS1081	107.25	NA	83.04	138	NA
synopGBS455	107.25	NA	83.04	136	NA
synopGBS74	107.25	NA	83.04	137	NA
synopGBS122227	107.25	NA	NA	138	NA
synopGBS119527	107.25	NA	NA	138	NA
synopGBS1107	108.18	NA	83.97	140	NA
synopGBS1108	108.18	NA	83.97	140	NA
synopGBS1321	108.18	NA	83.97	141	NA
synopGBS122247	108.18	NA	NA	140	NA
synopGBS105351	108.18	NA	NA	140	NA
synopGBS121423	108.18	NA	NA	140	NA
synopGBS123985	108.18	NA	NA	140	NA
synopGBS123986	108.18	NA	NA	140	NA
synopGBS123987	108.18	NA	NA	140	NA
synopGBS129062	108.18	NA	NA	140	NA
synopGBS105459	108.18	NA	NA	140	NA
synopGBS105460	108.18	NA	NA	140	NA
synopGBS116956	108.18	NA	NA	140	NA
synopGBS116713	108.18	NA	NA	140	NA
synopGBS116714	108.18	NA	NA	140	NA
synopGBS118990	108.18	NA	NA	140	NA
synopGBS115304	108.18	NA	NA	141	NA
synopGBS102619	109.18	NA	NA	142	NA
synopGBS102620	109.18	NA	NA	142	NA
synopGBS111329	109.18	NA	NA	142	NA
synopGBS191	109.95	NA	85.74	143	NA
synopGBS100937	109.95	NA	NA	143	NA
synopGBS121627	109.95	NA	NA	143	NA
synopGBS126703	109.95	NA	NA	143	NA
synopGBS126704	109.95	NA	NA	143	NA
synopGBS246	110.79	NA	86.58	145	NA
synopGBS113797	110.79	NA	NA	145	NA
synopGBS113798	110.79	NA	NA	145	NA
synopGBS122366	110.79	NA	NA	145	NA
synopGBS122367	110.79	NA	NA	145	NA
synopGBS102617	110.79	NA	NA	145	NA
synopGBS102618	110.79	NA	NA	145	NA
synopGBS115551	110.79	NA	NA	145	NA
synopGBS115731	110.79	NA	NA	145	NA
synopGBS117485	110.79	NA	NA	145	NA
synopGBS117486	110.79	NA	NA	145	NA
synopGBS117476	110.79	NA	NA	145	NA
synopGBS117477	110.79	NA	NA	145	NA
synopGBS118009	111.79	NA	NA	146	NA
synopGBS108572	111.79	NA	NA	146	NA
synopGBS108573	111.79	NA	NA	146	NA
synopGBS119205	111.79	NA	NA	146	NA
synopGBS126531	111.79	NA	NA	146	NA
synopGBS128881	111.79	NA	NA	146	NA
synopGBS128882	111.79	NA	NA	146	NA
synopGBS112347	111.79	NA	NA	146	NA
synopGBS113063	111.79	NA	NA	146	NA
synopGBS122892	111.79	NA	NA	146	NA
synopGBS104203	111.79	NA	NA	146	NA
synopGBS110072	111.79	NA	NA	146	NA
synopGBS110073	111.79	NA	NA	146	NA
synopGBS119201	111.79	NA	NA	146	NA
synopGBS1113	112.43	NA	88.22	147	NA
synopGBS547	112.43	NA	88.22	NA	NA
synopGBS109442	112.79	NA	NA	147	NA
synopGBS109443	112.79	NA	NA	147	NA
synopGBS109444	112.79	NA	NA	147	NA
synopGBS109445	112.79	NA	NA	147	NA
synopGBS114786	112.79	NA	NA	147	NA
synopGBS116167	112.79	NA	NA	147	NA
synopGBS119203	112.79	NA	NA	147	NA
synopGBS119204	112.79	NA	NA	147	NA
synopGBS106335	112.79	NA	NA	147	NA
synopGBS372	113.23	NA	89.02	149	NA
synopGBS120844	114.43	NA	NA	149	NA
synopGBS112482	114.43	NA	NA	149	NA
synopGBS101240	114.43	NA	NA	149	NA
synopGBS111256	114.43	NA	NA	149	NA
synopGBS115129	114.43	NA	NA	149	NA
synopGBS118426	114.43	NA	NA	149	NA
synopGBS117273	115.23	NA	NA	151	NA
synopGBS116843	115.23	NA	NA	151	NA
synopGBS118423	116.23	NA	NA	152	NA
synopGBS101205	116.23	NA	NA	152	NA
synopGBS112225	116.23	NA	NA	152	NA
synopGBS129579	116.53	NA	NA	153	NA
synopGBS108274	116.53	NA	NA	154	NA
synopGBS100105	116.53	NA	NA	154	NA
synopGBS107380	116.53	NA	NA	154	NA
synopGBS125905	116.53	NA	NA	155	NA
synopGBS100761	117.53	NA	NA	156	NA
synopGBS100762	117.53	NA	NA	156	NA
IWA693	117.64	NA	NA	NA	260.71
IWA8384	117.64	NA	NA	NA	260.71
synopGBS1010	119.53	NA	95.32	158	NA
synopGBS940	120.4	NA	96.19	160	NA
synopGBS106718	121.4	NA	NA	161	NA
synopGBS111056	121.4	NA	NA	161	NA
synopGBS105321	121.86	NA	NA	162	NA
synopGBS116419	121.86	NA	NA	162	NA
synopGBS116420	121.86	NA	NA	162	NA
synopGBS109501	121.86	NA	NA	162	NA
synopGBS101407	121.86	NA	NA	162	NA
synopGBS121336	121.86	NA	NA	162	NA
synopGBS121337	121.86	NA	NA	162	NA
synopGBS121338	121.86	NA	NA	162	NA
synopGBS123233	121.86	NA	NA	162	NA
synopGBS123234	121.86	NA	NA	162	NA
synopGBS123235	121.86	NA	NA	162	NA
synopGBS123236	121.86	NA	NA	162	NA
synopGBS107595	122.86	NA	NA	163	NA
synopGBS107596	122.86	NA	NA	163	NA
synopGBS107597	122.86	NA	NA	163	NA
synopGBS107598	122.86	NA	NA	163	NA
synopGBS100216	122.86	NA	NA	163	NA
synopGBS116146	122.86	NA	NA	163	NA
synopGBS116147	122.86	NA	NA	163	NA
IWA5407	123.2	123.2	NA	NA	NA
synopGBS100694	123.86	NA	NA	164	NA
synopGBS100695	123.86	NA	NA	164	NA
synopGBS100489	123.86	NA	NA	164	NA
synopGBS102528	123.86	NA	NA	164	NA
synopGBS102529	123.86	NA	NA	164	NA
synopGBS122344	123.86	NA	NA	164	NA
synopGBS122345	123.86	NA	NA	164	NA
synopGBS123237	123.86	NA	NA	164	NA
synopGBS123238	123.86	NA	NA	164	NA
synopGBS123239	123.86	NA	NA	164	NA
synopGBS123240	123.86	NA	NA	164	NA
IWA4943	123.96	NA	NA	NA	267.03
IWA8528	124.77	NA	NA	NA	267.84
synopGBS109087	124.86	NA	NA	165	NA
synopGBS109088	124.86	NA	NA	165	NA
synopGBS115604	124.86	NA	NA	165	NA
synopGBS103215	124.86	NA	NA	165	NA
synopGBS103216	124.86	NA	NA	165	NA
synopGBS125160	124.86	NA	NA	165	NA
synopGBS125161	124.86	NA	NA	165	NA
synopGBS109149	124.86	NA	NA	165	NA
synopGBS103576	124.86	NA	NA	166	NA
synopGBS103577	124.86	NA	NA	166	NA
synopGBS1451	125.86	NA	101.65	168	NA
synopGBS1452	125.86	NA	101.65	168	NA
synopGBS234	125.86	NA	101.65	166	NA
IWA8523	126.55	NA	NA	NA	269.62
IWA4271	127.74	NA	NA	NA	270.81
IWA6916	130.2	130.2	NA	NA	NA
IWA1645	130.2	130.2	NA	NA	273.27
IWA1644	130.2	NA	NA	NA	273.27
synopGBS988	131.7	NA	107.49	182	NA
synopGBS989	131.7	NA	107.49	182	NA
synopGBS102466	131.7	NA	NA	174	NA
synopGBS108458	131.7	NA	NA	174	NA
synopGBS114320	131.7	NA	NA	174	NA
synopGBS117011	131.7	NA	NA	174	NA
synopGBS103187	131.7	NA	NA	175	NA
synopGBS112240	131.7	NA	NA	175	NA
synopGBS116757	131.7	NA	NA	175	NA
synopGBS128866	131.7	NA	NA	176	NA
synopGBS127533	131.7	NA	NA	176	NA
synopGBS115024	131.7	NA	NA	176	NA
synopGBS109032	131.7	NA	NA	178	NA
synopGBS110160	131.7	NA	NA	179	NA
synopGBS110161	131.7	NA	NA	179	NA
synopGBS104629	131.7	NA	NA	180	NA
synopGBS125459	136.21	NA	NA	185	NA
synopGBS129445	136.21	NA	NA	185	NA
synopGBS129446	136.21	NA	NA	185	NA
synopGBS116410	138.21	NA	NA	187	NA
synopGBS456	145.21	NA	121	194	NA
synopGBS123784	152.21	NA	NA	201	NA
synopGBS102644	154.21	NA	NA	203	NA
synopGBS116026	155.21	NA	NA	204	NA
synopGBS117513	155.21	NA	NA	204	NA
synopGBS110556	156.21	NA	NA	205	NA
synopGBS111387	160.21	NA	NA	209	NA
synopGBS111388	160.21	NA	NA	209	NA
synopGBS116644	161.21	NA	NA	210	NA
synopGBS113644	162.21	NA	NA	211	NA
synopGBS108411	162.21	NA	NA	211	NA
synopGBS108412	162.21	NA	NA	211	NA
synopGBS119151	163.21	NA	NA	212	NA
synopGBS122676	163.21	NA	NA	212	NA
synopGBS127183	163.21	NA	NA	212	NA
synopGBS127184	163.21	NA	NA	212	NA
synopGBS127185	163.21	NA	NA	212	NA
synopGBS127870	163.21	NA	NA	212	NA
synopGBS111298	164.21	NA	NA	213	NA
synopGBS101147	164.21	NA	NA	213	NA
synopGBS115935	164.21	NA	NA	213	NA
synopGBS111977	165.21	NA	NA	214	NA
synopGBS119940	166.21	NA	NA	215	NA
synopGBS119209	168.21	NA	NA	217	NA
synopGBS125106	168.21	NA	NA	217	NA
synopGBS105086	171.21	NA	NA	220	NA
synopGBS101639	172.21	NA	NA	221	NA
synopGBS101713	174.21	NA	NA	223	NA
synopGBS263	177.72	NA	153.51	225	NA
synopGBS110643	177.72	NA	NA	227	NA
synopGBS110644	177.72	NA	NA	227	NA
synopGBS110645	177.72	NA	NA	227	NA
synopGBS102952	179.79	NA	NA	232	NA
synopGBS118053	179.79	NA	NA	232	NA
synopGBS108176	179.79	NA	NA	232	NA
synopGBS116856	179.79	NA	NA	232	NA
synopGBS116857	179.79	NA	NA	232	NA
synopGBS117409	179.79	NA	NA	232	NA
synopGBS106840	179.79	NA	NA	233	NA
synopGBS110096	179.79	NA	NA	233	NA
synopGBS110097	179.79	NA	NA	233	NA
synopGBS126049	179.79	NA	NA	233	NA
synopGBS126050	179.79	NA	NA	233	NA
synopGBS126051	179.79	NA	NA	233	NA
synopGBS117616	179.79	NA	NA	233	NA
synopGBS117617	179.79	NA	NA	233	NA
synopGBS121012	179.79	NA	NA	233	NA
synopGBS1151	180.79	NA	156.58	235	NA
synopGBS1275	180.79	NA	156.58	235	NA
synopGBS376	180.79	NA	156.58	234	NA
synopGBS128912	180.79	NA	NA	234	NA
synopGBS103649	180.79	NA	NA	235	NA
synopGBS116872	188.79	NA	NA	243	NA
synopGBS1443	188.8	NA	164.59	251	NA
synopGBS942	188.8	NA	164.59	256	NA
synopGBS976	188.8	NA	164.59	250	NA
synopGBS977	188.8	NA	164.59	250	NA
synopGBS107460	188.8	NA	NA	244	NA
synopGBS103406	188.8	NA	NA	244	NA
synopGBS110153	188.8	NA	NA	245	NA
synopGBS110154	188.8	NA	NA	245	NA
synopGBS110155	188.8	NA	NA	245	NA
synopGBS113113	188.8	NA	NA	245	NA
synopGBS124935	188.8	NA	NA	245	NA
synopGBS124936	188.8	NA	NA	245	NA
synopGBS124937	188.8	NA	NA	245	NA
synopGBS124809	188.8	NA	NA	245	NA
synopGBS115799	188.8	NA	NA	246	NA
synopGBS115800	188.8	NA	NA	246	NA
synopGBS104034	188.8	NA	NA	246	NA
synopGBS107815	188.8	NA	NA	246	NA
synopGBS119232	188.8	NA	NA	247	NA
synopGBS119233	188.8	NA	NA	247	NA
synopGBS119234	188.8	NA	NA	247	NA
synopGBS113314	188.8	NA	NA	248	NA
synopGBS113315	188.8	NA	NA	248	NA
synopGBS121975	188.8	NA	NA	248	NA
synopGBS125033	188.8	NA	NA	248	NA
synopGBS127906	188.8	NA	NA	248	NA
synopGBS105019	188.8	NA	NA	249	NA
synopGBS105020	188.8	NA	NA	249	NA
synopGBS105021	188.8	NA	NA	249	NA
synopGBS116083	188.8	NA	NA	250	NA
synopGBS119358	188.8	NA	NA	250	NA
synopGBS104016	188.8	NA	NA	250	NA
synopGBS118058	188.8	NA	NA	250	NA
synopGBS128195	188.8	NA	NA	250	NA
synopGBS112249	188.8	NA	NA	258	NA
synopGBS112250	188.8	NA	NA	258	NA
synopGBS106661	188.8	NA	NA	258	NA
synopGBS106662	188.8	NA	NA	258	NA
synopGBS125270	188.8	NA	NA	259	NA
synopGBS1344	189.67	NA	165.46	261	NA
synopGBS124973	190.02	NA	NA	262	NA
synopGBS127809	190.02	NA	NA	262	NA
synopGBS127810	190.02	NA	NA	262	NA
synopGBS128944	190.02	NA	NA	262	NA
synopGBS127167	191.02	NA	NA	263	NA
synopGBS104340	191.02	NA	NA	263	NA
synopGBS128740	191.02	NA	NA	263	NA
synopGBS402	192.02	NA	167.81	264	NA
synopGBS129634	192.02	NA	NA	264	NA
synopGBS116204	192.02	NA	NA	264	NA
synopGBS106917	192.02	NA	NA	264	NA
synopGBS129633	192.02	NA	NA	264	NA
synopGBS118604	193.02	NA	NA	265	NA
synopGBS105341	193.02	NA	NA	265	NA
synopGBS106659	193.02	NA	NA	265	NA
synopGBS107415	193.02	NA	NA	265	NA
synopGBS115308	193.02	NA	NA	265	NA
synopGBS117020	193.02	NA	NA	265	NA
synopGBS127761	194.02	NA	NA	266	NA
synopGBS105733	194.02	NA	NA	266	NA
synopGBS115196	194.02	NA	NA	266	NA
synopGBS899	194.33	NA	170.12	267	NA
synopGBS982	194.33	NA	170.12	267	NA
synopGBS124688	267	NA	NA	267	NA
IWA5734	271.25	NA	NA	NA	280.95
chr= 1B
marker	composite	KPxKC_2012_1B	SynOp_GBS_antmap_1B	SynOp_GBS_binmap_1B	wsnp2013_1B
synopGBS106612	0	NA	NA	0	NA
synopGBS106613	0	NA	NA	0	NA
synopGBS107600	0	NA	NA	0	NA
synopGBS109705	0	NA	NA	0	NA
synopGBS109959	0	NA	NA	0	NA
synopGBS109960	0	NA	NA	0	NA
synopGBS122113	0	NA	NA	0	NA
synopGBS124605	0	NA	NA	0	NA
synopGBS124606	0	NA	NA	0	NA
synopGBS126598	0	NA	NA	0	NA
synopGBS126599	0	NA	NA	0	NA
synopGBS105027	0	NA	NA	0	NA
synopGBS105028	0	NA	NA	0	NA
synopGBS112086	0	NA	NA	0	NA
synopGBS122351	0	NA	NA	0	NA
synopGBS122352	0	NA	NA	0	NA
synopGBS126350	0	NA	NA	0	NA
synopGBS105932	0	NA	NA	0	NA
synopGBS109957	0	NA	NA	0	NA
synopGBS109958	0	NA	NA	0	NA
synopGBS115627	0	NA	NA	0	NA
synopGBS121424	0	NA	NA	0	NA
synopGBS121425	0	NA	NA	0	NA
synopGBS111738	0	NA	NA	0	NA
synopGBS124101	0	NA	NA	0	NA
synopGBS102719	0	NA	NA	0	NA
synopGBS116377	0	NA	NA	0	NA
synopGBS122190	0	NA	NA	0	NA
synopGBS123284	0	NA	NA	0	NA
synopGBS105832	0	NA	NA	0	NA
synopGBS108541	0	NA	NA	0	NA
synopGBS116875	0	NA	NA	0	NA
synopGBS129162	0	NA	NA	0	NA
synopGBS103540	0	NA	NA	0	NA
synopGBS103541	0	NA	NA	0	NA
synopGBS122973	0	NA	NA	0	NA
IWA4240	0	NA	NA	NA	14.19
IWA4241	0	NA	NA	NA	14.19
IWA7399	0.210000000000001	NA	NA	NA	14.4
IWA7398	0.210000000000001	NA	NA	NA	14.4
IWA6488	0.710000000000001	NA	NA	NA	14.9
IWA4678	2.43	NA	NA	NA	16.62
IWA1888	2.43	NA	NA	NA	16.62
IWA5976	2.93	NA	NA	NA	17.12
IWA6889	2.93	NA	NA	NA	17.12
IWA8001	2.93	NA	NA	NA	17.12
IWA2583	14.53	NA	NA	NA	28.72
synopGBS1442	22.03	NA	1.96	0	NA
synopGBS1489	22.03	NA	1.96	0	NA
synopGBS691	23	NA	2.93	0	NA
synopGBS103030	23	NA	NA	23	NA
synopGBS113679	25.01	NA	NA	46	NA
synopGBS112462	26.01	NA	NA	47	NA
synopGBS109403	26.01	NA	NA	47	NA
synopGBS109404	26.01	NA	NA	47	NA
synopGBS103952	27.01	NA	NA	48	NA
synopGBS108898	27.01	NA	NA	48	NA
synopGBS108899	27.01	NA	NA	48	NA
synopGBS112148	27.01	NA	NA	48	NA
synopGBS127514	27.01	NA	NA	48	NA
synopGBS127515	27.01	NA	NA	48	NA
synopGBS127516	27.01	NA	NA	48	NA
synopGBS127791	28.01	NA	NA	49	NA
synopGBS124369	28.01	NA	NA	50	NA
synopGBS124370	28.01	NA	NA	50	NA
synopGBS108896	28.01	NA	NA	50	NA
synopGBS108897	28.01	NA	NA	50	NA
synopGBS1366	29.01	NA	8.94	50	NA
synopGBS120742	29.01	NA	NA	53	NA
synopGBS120743	29.01	NA	NA	53	NA
synopGBS120744	29.01	NA	NA	53	NA
synopGBS128452	29.82	NA	NA	61	NA
synopGBS128453	29.82	NA	NA	61	NA
synopGBS128454	29.82	NA	NA	61	NA
synopGBS128455	29.82	NA	NA	61	NA
synopGBS104661	29.82	NA	NA	61	NA
synopGBS129479	29.82	NA	NA	61	NA
synopGBS100277	29.82	NA	NA	61	NA
synopGBS100278	29.82	NA	NA	61	NA
synopGBS103119	29.82	NA	NA	61	NA
synopGBS103120	29.82	NA	NA	61	NA
synopGBS112463	30.82	NA	NA	62	NA
synopGBS109467	30.82	NA	NA	62	NA
synopGBS126156	30.82	NA	NA	62	NA
synopGBS118225	30.82	NA	NA	62	NA
synopGBS118226	30.82	NA	NA	62	NA
synopGBS1378	33.82	NA	13.75	65	NA
synopGBS260	36.79	NA	16.72	73	NA
synopGBS110672	38.93	NA	NA	80	NA
synopGBS101502	39.93	NA	NA	81	NA
synopGBS101493	39.93	NA	NA	81	NA
synopGBS110067	39.93	NA	NA	81	NA
synopGBS110068	39.93	NA	NA	81	NA
synopGBS110069	39.93	NA	NA	81	NA
synopGBS112887	40.93	NA	NA	82	NA
synopGBS129440	40.93	NA	NA	82	NA
synopGBS111999	40.93	NA	NA	82	NA
synopGBS105094	42.93	NA	NA	84	NA
synopGBS122072	42.93	NA	NA	84	NA
synopGBS122073	42.93	NA	NA	84	NA
synopGBS122074	42.93	NA	NA	84	NA
synopGBS128124	42.93	NA	NA	84	NA
synopGBS128125	42.93	NA	NA	84	NA
synopGBS121690	43.93	NA	NA	85	NA
synopGBS122917	43.93	NA	NA	85	NA
synopGBS375	46.93	NA	26.86	88	NA
synopGBS117429	49.28	NA	NA	95	NA
synopGBS117430	49.28	NA	NA	95	NA
synopGBS112344	49.28	NA	NA	95	NA
synopGBS112561	51.28	NA	NA	97	NA
synopGBS124536	52.28	NA	NA	98	NA
synopGBS124290	53.28	NA	NA	99	NA
synopGBS105102	53.28	NA	NA	101	NA
synopGBS1417	55.28	NA	35.21	101	NA
synopGBS1467	55.28	NA	35.21	101	NA
synopGBS103130	55.49	NA	NA	104	NA
synopGBS102527	55.49	NA	NA	104	NA
synopGBS108788	55.49	NA	NA	104	NA
synopGBS110692	55.49	NA	NA	104	NA
synopGBS112179	55.49	NA	NA	104	NA
synopGBS113583	55.49	NA	NA	104	NA
synopGBS116251	55.49	NA	NA	104	NA
synopGBS116252	55.49	NA	NA	104	NA
synopGBS102800	55.49	NA	NA	104	NA
synopGBS102801	55.49	NA	NA	104	NA
synopGBS108064	55.49	NA	NA	104	NA
synopGBS108065	55.49	NA	NA	104	NA
synopGBS108066	55.49	NA	NA	104	NA
synopGBS116253	55.49	NA	NA	104	NA
synopGBS124200	55.49	NA	NA	104	NA
synopGBS124201	55.49	NA	NA	104	NA
synopGBS108015	55.49	NA	NA	104	NA
synopGBS120729	56.49	NA	NA	105	NA
synopGBS104878	56.49	NA	NA	105	NA
synopGBS114159	56.49	NA	NA	105	NA
synopGBS120699	56.49	NA	NA	105	NA
synopGBS101744	56.49	NA	NA	105	NA
synopGBS112120	56.49	NA	NA	105	NA
synopGBS102256	56.49	NA	NA	105	NA
synopGBS111601	56.49	NA	NA	105	NA
synopGBS117174	56.49	NA	NA	105	NA
synopGBS120298	56.49	NA	NA	105	NA
synopGBS267	57.49	NA	37.42	106	NA
synopGBS113918	57.49	NA	NA	106	NA
synopGBS104564	57.49	NA	NA	106	NA
synopGBS111957	57.49	NA	NA	106	NA
synopGBS121815	57.49	NA	NA	106	NA
synopGBS128609	57.49	NA	NA	106	NA
synopGBS128610	57.49	NA	NA	106	NA
synopGBS128611	57.49	NA	NA	106	NA
synopGBS128750	57.49	NA	NA	106	NA
synopGBS103985	57.49	NA	NA	106	NA
synopGBS104563	57.49	NA	NA	106	NA
synopGBS105925	57.49	NA	NA	106	NA
synopGBS105926	57.49	NA	NA	106	NA
synopGBS107190	57.49	NA	NA	106	NA
synopGBS114556	57.49	NA	NA	106	NA
synopGBS121089	57.49	NA	NA	106	NA
synopGBS123630	57.49	NA	NA	106	NA
synopGBS123050	57.49	NA	NA	106	NA
synopGBS123051	57.49	NA	NA	106	NA
synopGBS117655	57.49	NA	NA	107	NA
synopGBS100136	57.49	NA	NA	107	NA
synopGBS100137	57.49	NA	NA	107	NA
synopGBS110156	57.49	NA	NA	107	NA
synopGBS105739	57.74	NA	NA	108	NA
synopGBS105740	57.74	NA	NA	108	NA
synopGBS123077	57.74	NA	NA	108	NA
synopGBS125507	57.74	NA	NA	108	NA
synopGBS115968	57.74	NA	NA	108	NA
synopGBS122295	58.74	NA	NA	109	NA
synopGBS100138	58.74	NA	NA	109	NA
GWM33.2	60.05	0	NA	NA	NA
synopGBS1430	60.74	NA	40.67	111	NA
synopGBS127679	61.48	NA	NA	112	NA
synopGBS127680	61.48	NA	NA	112	NA
synopGBS100175	61.48	NA	NA	112	NA
synopGBS102779	61.48	NA	NA	112	NA
synopGBS112393	61.48	NA	NA	112	NA
synopGBS112394	61.48	NA	NA	112	NA
synopGBS122842	61.48	NA	NA	112	NA
synopGBS122843	61.48	NA	NA	112	NA
synopGBS122844	61.48	NA	NA	112	NA
synopGBS122845	61.48	NA	NA	112	NA
synopGBS112791	62.48	NA	NA	113	NA
synopGBS128331	62.48	NA	NA	113	NA
synopGBS128332	62.48	NA	NA	113	NA
synopGBS103251	62.48	NA	NA	113	NA
synopGBS103252	62.48	NA	NA	113	NA
synopGBS121099	62.48	NA	NA	113	NA
synopGBS100431	62.48	NA	NA	113	NA
synopGBS128430	62.48	NA	NA	113	NA
synopGBS128431	62.48	NA	NA	113	NA
synopGBS103888	62.48	NA	NA	113	NA
synopGBS103889	62.48	NA	NA	113	NA
synopGBS126026	63.48	NA	NA	114	NA
synopGBS126027	63.48	NA	NA	114	NA
synopGBS126028	63.48	NA	NA	114	NA
synopGBS115094	63.48	NA	NA	114	NA
