"local/unknown",2008-08-18T18:00:29+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:00:32+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:00:46+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:27:34+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"128.84.15.71",2015-02-12T06:52:22-08:00,0,"","","%2Ft3%2Fwheatplus%2Fcurator_data%2Fexp_design.php%3Ffunction%3DselectTrial%26prog%3D6","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fcurator_data%2Fexp_design.php%3Ffunction%3DdisplayTrial%26prog%3D6%26trial%3D14","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fcurator_data%2Fexp_design.php%3Ffunction%3DdesignField%26type%3Dlattice%26trial%3D14","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fcurator_data%2Fexp_design.php%3Ffunction%3Ddesign_results%26type%3Dlattice%26trial%3D14","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:31-08:00,0,"","","%2Ft3%2Fwheatplus%2Fcluster_lines.php","147.49.40.140"
"66.249.79.114",2015-02-12T06:53:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DCHARLOTTE","147.49.40.140"
"66.249.79.114",2015-02-12T06:54:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8894","147.49.40.140"
"128.84.15.71",2015-02-12T06:58:48-08:00,16,"xss csrf id rfe lfi","REQUEST.uid%3D1005%253F%253Cscript%253E+GET.uid%3D1005%253F%253Cscript%253E","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26uid%3D1005%3F%253Cscript%253E","147.49.40.140"
"66.249.79.98",2015-02-12T16:27:12-08:00,6,"xss csrf id","REQUEST.name%3DS113%252FE%252F%252FK51-56+GET.name%3DS113%252FE%252F%252FK51-56","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DS113%252FE%252F%252FK51-56","147.49.40.140"
"66.249.79.114",2015-02-12T17:40:24-08:00,6,"xss csrf id","REQUEST.name%3DK51%252FE%252F%252FK51-13+GET.name%3DK51%252FE%252F%252FK51-13","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DK51%252FE%252F%252FK51-13","147.49.40.140"
"66.249.79.98",2015-02-12T20:48:47-08:00,6,"xss csrf id","REQUEST.line%3DS47%252FL%252F%252FK51-52+GET.line%3DS47%252FL%252F%252FK51-52","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DS47%252FL%252F%252FK51-52","147.49.40.140"
"66.249.79.114",2015-02-13T02:13:33-08:00,6,"xss csrf id","REQUEST.name%3DS47%252FE%252F%252FK47%252FE-23+GET.name%3DS47%252FE%252F%252FK47%252FE-23","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DS47%252FE%252F%252FK47%252FE-23","147.49.40.140"
"66.249.79.98",2015-02-13T07:10:57-08:00,6,"xss csrf id","REQUEST.name%3DS47%252FE%252F%252FK47%252FE-25+GET.name%3DS47%252FE%252F%252FK47%252FE-25","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DS47%252FE%252F%252FK47%252FE-25","147.49.40.140"
"128.84.15.71",2015-02-13T07:46:46-08:00,16,"xss csrf id rfe lfi","REQUEST.uid%3D1005%253Cscript%253E+GET.uid%3D1005%253Cscript%253E","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26uid%3D1005%253Cscript%253E","147.49.40.140"
"128.84.15.71",2015-02-13T07:50:26-08:00,16,"xss csrf id rfe lfi","REQUEST.uid%3D195%253Cscript%253E+GET.uid%3D195%253Cscript%253E","%2Ft3%2Fwheat%2Fview.php%3Ftable%3Dline_records%26uid%3D195%253Cscript%253E","147.49.40.140"
"128.84.15.71",2015-02-13T07:56:26-08:00,16,"xss csrf id rfe lfi","REQUEST.uid%3D195%253Cscript%253E+GET.uid%3D195%253Cscript%253E","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26uid%3D195%253Cscript%253E","147.49.40.140"
"66.249.79.114",2015-02-13T08:40:55-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-51+GET.name%3D08OR-51","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-51","147.49.40.140"
"66.249.79.106",2015-02-13T13:54:30-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-44+GET.name%3D08OR-44","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-44","147.49.40.140"
"66.249.79.114",2015-02-13T14:49:47-08:00,6,"xss csrf id","REQUEST.name%3DK51%252FE%252F%252FK51-63+GET.name%3DK51%252FE%252F%252FK51-63","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DK51%252FE%252F%252FK51-63","147.49.40.140"
"66.249.79.106",2015-02-14T10:39:51-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-19+GET.name%3D08OR-19","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-19","147.49.40.140"
"66.249.79.98",2015-02-15T06:22:52-08:00,6,"xss csrf id","REQUEST.line%3DK51%252FE%252F%252FK51-63+GET.line%3DK51%252FE%252F%252FK51-63","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DK51%252FE%252F%252FK51-63","147.49.40.140"
"66.249.79.106",2015-02-15T08:53:22-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-89+GET.name%3D08OR-89","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-89","147.49.40.140"
"66.249.79.98",2015-02-15T11:58:42-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-25+GET.name%3D08OR-25","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-25","147.49.40.140"
"66.249.79.98",2015-02-15T12:00:48-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-35+GET.name%3D08OR-35","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-35","147.49.40.140"
"66.249.79.114",2015-02-15T14:19:44-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-27+GET.name%3D08OR-27","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-27","147.49.40.140"
"66.249.79.114",2015-02-15T15:43:06-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-52+GET.name%3D08OR-52","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-52","147.49.40.140"
"66.249.79.98",2015-02-15T21:23:45-08:00,6,"xss csrf id","REQUEST.line%3DS47%252FE%252F%252FS47-43+GET.line%3DS47%252FE%252F%252FS47-43","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DS47%252FE%252F%252FS47-43","147.49.40.140"
"66.249.79.106",2015-02-16T16:38:53-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-37+GET.name%3D08OR-37","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-37","147.49.40.140"
"66.249.79.106",2015-02-16T20:33:40-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-96+GET.name%3D08OR-96","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-96","147.49.40.140"
"66.249.79.106",2015-02-16T20:46:18-08:00,6,"xss csrf id","REQUEST.name%3DK51%252FE%252F%252FK51-64+GET.name%3DK51%252FE%252F%252FK51-64","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DK51%252FE%252F%252FK51-64","147.49.40.140"
"66.249.79.98",2015-02-17T02:52:44-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-61+GET.name%3D08OR-61","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-61","147.49.40.140"
